title,year,genres
Going Clear: Scientology and the Prison of Belief,2015,Documentary
Hammer of the Gods,2009,"Action,Adventure,Drama,Fantasy,TV Movie"
Priceless,2016,"Drama,Romance,Crime"
Chinese Take-Away,2011,Comedy
Azumi,2003,"Adventure,Drama,Action,Thriller,Romance"
Personal Effects,2009,Drama
Nick of Time,1995,"Thriller,Crime,Action"
18 Presents,2020,"Drama,Fantasy"
Lost in La Mancha,2002,Documentary
Bird,1988,"Drama,Music"
Life After People,2008,Documentary
Kika,1993,"Comedy,Drama"
Bad Ass 2: Bad Asses,2014,Action
The Road to Wellville,1994,"Comedy,Romance"
Dorothy Mills,2008,"Drama,Thriller,Mystery,Horror"
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,Comedy
Guilty by Suspicion,1991,"Drama,Thriller"
Someone Great,2019,"Comedy,Romance"
Parental Guidance,2012,Comedy
Mr. 365,2018,"Romance,TV Movie"
Upstream Color,2013,"Drama,Science Fiction"
Churchill,2017,"Drama,History"
All the Freckles in the World,2019,Comedy
A Chinese Ghost Story II,1990,"Fantasy,Action,Comedy"
Stir Crazy,1980,Comedy
Me and You and Everyone We Know,2005,"Comedy,Drama"
Detective Conan: The Bride of Halloween,2022,"Animation,Action,Crime,Mystery"
Best of the Best,1989,Action
House of Ra: The Legend of Reo,2023,"Adventure,Science Fiction,Fantasy"
Sharp Stick,2022,Comedy
Patti Cake$,2017,"Music,Drama"
Step Up Revolution Dance Workout,2012,Music
Happy Birthday to Me,1981,"Drama,Horror,Thriller,Mystery"
Jackie Chan - Invincible Fighter,1985,Documentary
Ghost in the Shell: S.A.C. 2nd GIG – Individual Eleven,2006,"Animation,Science Fiction"
The Caveman's Valentine,2001,"Drama,Mystery,Thriller"
Guinea Pig: Mermaid in the Manhole,1988,Horror
Foxfire,1996,"Action,Drama,Thriller"
Vision Quest,1985,"Drama,Romance"
They Came Together,2014,Comedy
The Octagon,1980,"Adventure,Action,Thriller"
Prancer,1989,"Family,Drama,Fantasy"
A Short Film About Love,1988,"Drama,Romance"
Undercover,1995,"Thriller,Mystery"
Memory of Water,2022,"Fantasy,Thriller,Science Fiction"
Blow Dry,2001,"Comedy,Drama"
Soul Men,2008,"Comedy,Music"
Magic Camp,2020,"Family,Fantasy,Comedy"
Alabama Snake,2020,"Documentary,Crime"
Alice,1990,"Comedy,Drama,Romance"
Matriarch,2018,"Thriller,Horror"
Sunday's Illness,2018,Drama
Barney's Great Adventure,1998,"Adventure,Comedy,Drama,Family,Fantasy"
Fast 888,2016,Comedy
Bats,1999,"Horror,Thriller,Science Fiction"
God Bless America,2011,"Comedy,Drama"
Dead Kids,2019,"Thriller,Crime,Drama"
Home Alone,1990,"Comedy,Family"
Bull Durham,1988,"Comedy,Romance"
Timescape,2022,"Science Fiction,Adventure,Family"
OSS 117: From Africa with Love,2021,"Comedy,Adventure,Action"
Kirikou and the Wild Beasts,2005,"Adventure,Animation,Family,Fantasy"
Satanic Panic,2019,"Horror,Comedy"
OtherLife,2017,"Science Fiction,Crime,Mystery"
The Shipping News,2001,"Drama,Romance"
71 Fragments of a Chronology of Chance,1995,"Drama,Crime"
The Ash Lad: In Search of the Golden Castle,2019,"Fantasy,Adventure"
Dreamworks Holiday Classics,2012,"Family,Animation,Comedy"
City of Men,2007,Drama
The Disappearance of Eleanor Rigby: Them,2014,Drama
Titus,1999,"Drama,History"
Queen: Live at Wembley Stadium,1986,Music
Romance Doll,2020,"Romance,Drama"
The Climb,2019,"Comedy,Drama"
Wolf,1994,"Fantasy,Drama,Horror"
Aurora Teagarden Mysteries: Haunted By Murder,2022,"TV Movie,Mystery"
Amityville 1992: It's About Time,1992,Horror
Mind Blown,2016,"Science Fiction,TV Movie"
Jodorowsky's Dune,2013,Documentary
Lost in the Night,2023,Drama
"Don't Worry, He Won't Get Far on Foot",2018,"Comedy,Drama"
Horse Girl,2020,Drama
Nine to Five,1980,Comedy
Idlewild,2006,"Crime,Drama,Music"
The Monster Project,2017,"Action,Horror"
Sami Blood,2016,Drama
PCU,1994,Comedy
Marinette,2023,"Drama,History"
The Great Muppet Caper,1981,"Family,Crime,Comedy,Mystery,Music"
Mozart and the Whale,2005,"Drama,Comedy,Romance"
Full of Grace,2022,Comedy
The Dollmaker,2017,"Horror,Mystery"
Seraphim Falls,2006,"Western,Action,Drama"
Welcome,2007,"Drama,Action,Comedy,Romance"
Scrat in Love,2009,"Animation,Family,Romance"
Age of the Dragons,2011,"Adventure,Action,Fantasy"
Correspondence,2016,"Drama,Romance"
The Story of Us,1999,"Comedy,Drama,Romance"
Back of the Net,2019,"Drama,Family"
The House at the End of Time,2013,"Horror,Drama,Fantasy"
The Freshman,1990,"Comedy,Crime"
The Order,2001,"Adventure,Action,Comedy"
All Things To All Men,2013,"Thriller,Crime"
Shark Swarm,2008,"Drama,Horror,Thriller,Action"
Mega Shark vs. Giant Octopus,2009,"Horror,Science Fiction"
Game of Thrones: The Story So Far,2017,Documentary
Mobile Suit Gundam F91,1991,"Animation,Science Fiction"
The Postman,1994,"Comedy,Drama,Romance"
Minecraft: The Movie,2025,"Adventure,Animation,Fantasy,Family"
Hearts Beat Loud,2018,"Music,Drama,Comedy,Family"
"See No Evil, Hear No Evil",1989,"Comedy,Crime"
To Books and Women I Sing,2023,Documentary
Charles Enterprises,2023,"Comedy,Drama"
The Angriest Man in Brooklyn,2014,"Drama,Comedy"
4.3.2.1,2010,"Action,Thriller,Crime,Romance"
The Private Lives of Pippa Lee,2009,"Comedy,Drama,Romance"
Paradise Lost 3: Purgatory,2012,"Documentary,Crime"
Before Night Falls,2000,Drama
Manson Family Vacation,2015,"Mystery,Comedy,Drama"
The Kid,2019,"Western,Drama,Action"
The Ruthless,2019,"Crime,Drama"
The Tripper,2006,"Horror,Comedy"
It's Such a Beautiful Day,2012,"Drama,Animation,Comedy"
Unwritten,2018,Thriller
Crayon Shin-chan: Great Adventure In Henderland,1996,"Animation,Comedy,Adventure,Fantasy"
Admission,2013,"Comedy,Drama,Romance"
Underdog Kids,2015,"Family,Action"
Doctor Strange,2007,"Action,Animation,Fantasy,Science Fiction"
How to Get Over a Breakup,2018,Comedy
Concrete,2004,"Horror,Crime"
To Live,1994,"Drama,Romance,War"
Mosul,2019,Documentary
Wedding Daze,2006,Comedy
Ben Gen 10,2021,Animation
Caged Women,1980,"Action,Adventure,Drama"
Rob the Mob,2014,"Crime,Drama"
Diana,2013,"Drama,Romance"
Pixie Hollow Bake Off,2013,Animation
Fun Size,2012,Comedy
Chicken with Plums,2011,"Comedy,Drama"
The Immortal Life of Henrietta Lacks,2017,"Drama,TV Movie"
City of God: 10 Years Later,2013,Documentary
Janis: Little Girl Blue,2015,"Documentary,Music"
Dark Horse,2011,Drama
Contracted,2013,"Horror,Thriller"
Mr. Robot: Behind the Mask,2017,Documentary
Wander Darkly,2020,"Romance,Drama"
Beyond Re-Animator,2003,"Comedy,Horror,Science Fiction"
Girl's Blood,2014,"Action,Drama,Romance"
Samurai Cop,1991,"Action,Crime"
Dream Boy,2008,"Drama,Romance"
Zu: Warriors from the Magic Mountain,1983,"Fantasy,Action,Comedy,Drama"
Dutch,1991,Comedy
Liquid Sky,1982,"Science Fiction,Comedy"
The Zero Theorem,2013,"Drama,Fantasy,Science Fiction"
The Son's Room,2001,Drama
Bamboozled,2000,"Comedy,Drama"
Seoul Station,2016,"Animation,Horror,Action,Thriller"
The Incident,2012,"Horror,Thriller"
Party Central,2014,"Family,Comedy,Animation"
Just Getting Started,2017,"Action,Comedy"
There's Only One Jimmy Grimble,2000,Comedy
The Best and the Brightest,2010,Comedy
Guilty,2020,"Thriller,Drama"
HyperNormalisation,2016,Documentary
The Program,2015,Drama
Absolution,2015,"Action,Thriller,Adventure,Crime"
Man of God,2021,"History,Drama"
The Shamer's Daughter II: The Serpent Gift,2019,"Adventure,Fantasy"
The Good Neighbor,2016,"Drama,Crime,Thriller,Horror"
Only Love Matters,2023,"Drama,Romance"
Under the Sea 3D,2009,Documentary
The Feels,2017,"Comedy,Drama,Romance"
The Spiral,1998,"Fantasy,Horror,Mystery,Thriller"
Stars Fell on Alabama,2021,"Comedy,Drama,Romance"
The Horseman on the Roof,1995,"Drama,Romance"
Dragonslayer,1981,"Fantasy,Adventure"
Night of the Animated Dead,2021,"Animation,Horror"
Blood,2012,"Drama,Thriller,Crime"
Bobby,2006,Drama
Girlfriends and Girlfriends,2023,Comedy
The Informant!,2009,"Drama,Comedy,Crime"
Namastey London,2007,"Comedy,Drama,Romance"
Hana yori Dango Final: The Movie,2008,"Romance,Comedy,Drama"
Delicacy,2011,"Drama,Comedy,Romance"
Darkness,2002,Horror
Like Someone in Love,2012,Drama
You're Not You,2014,Drama
The Hard Corps,2006,"Action,Thriller"
My Name Is Tanino,2002,Comedy
Fantastic Four,2025,"Science Fiction,Action,Fantasy"
The Party,1980,"Drama,Romance,Comedy"
A Dog's Will,2000,"Comedy,Drama,Fantasy"
Bleeder,1999,"Drama,Crime"
Balloon,2018,"Drama,History,Thriller"
The Invisible,2007,"Fantasy,Thriller"
The 10 Year Plan,2014,"Romance,Comedy"
The Forty-Year-Old Version,2020,"Comedy,Drama,Music"
The Pebble and the Penguin,1995,"Animation,Adventure,Family"
The New Adventures of Aladdin,2015,"Comedy,Adventure"
Snow Falling on Cedars,1999,"Drama,Romance"
The Odyssey,2016,"Adventure,Drama"
Mother and Son,1997,Drama
A Simple Plan,1998,"Crime,Thriller"
'Round Midnight,1986,Drama
The Puppet Masters,1994,"Horror,Science Fiction,Thriller"
The Mangler,1995,"Horror,Mystery"
Veronica,2017,"Drama,Thriller,Mystery"
Dead in a Week (Or Your Money Back),2018,"Comedy,Action,Drama"
Cold Comes the Night,2013,"Crime,Drama,Thriller"
Dark Blue,2002,"Crime,Drama,Thriller,Action"
The Tracker,2019,Action
Await Further Instructions,2018,"Mystery,Horror,Science Fiction"
The Weight of Water,2000,"Mystery,Drama,Thriller"
Monty Python Live at the Hollywood Bowl,1982,Comedy
The Squid and the Whale,2005,"Comedy,Drama"
Black Book,2006,"Drama,Thriller,War"
Strange Wilderness,2008,Comedy
Touching the Void,2003,"Documentary,Action,Adventure,Drama"
Nine Queens,2000,"Crime,Thriller"
Purge,2012,"Drama,History"
The Hole,2009,"Thriller,Adventure,Fantasy"
Young Black Stallion,2003,"Adventure,Drama,Family"
Camila Comes Out Tonight,2022,Drama
Tadareta kankei: Neko mata no onna,2020,Drama
The Bonfire of the Vanities,1990,"Crime,Comedy,Drama"
Critters 4,1992,"Comedy,Horror,Science Fiction"
Free Willy: Escape from Pirate's Cove,2010,"Adventure,Drama,Family"
The Wayward Cloud,2005,"Comedy,Drama,Romance"
The Good Guy,2009,"Comedy,Romance"
Money Trap,2019,"Comedy,Crime,Action"
The Odd Couple II,1998,"Adventure,Comedy"
Sweet Home,2015,Horror
Momo in Dubai,2023,"Drama,Family"
Death Defying Acts,2007,"Drama,Romance"
The Reagans,2003,"Drama,Romance,TV Movie"
The Rescue,2021,"Documentary,Drama"
Threads,1984,"War,Drama,Science Fiction"
The Monster Squad,1987,"Comedy,Action,Fantasy"
Secrets & Lies,1996,Drama
Cadillac Man,1990,"Comedy,Drama,Crime"
He Loves Me… He Loves Me Not,2002,"Drama,Romance,Thriller"
The Beaver,2011,Drama
Dog Pound,2010,Drama
Resident Evil 7: Biohazard,2017,"Animation,Horror,Mystery"
Dungeons & Dragons: The Book of Vile Darkness,2012,"Adventure,Fantasy"
The Servant,2010,"Romance,Drama,History,Comedy"
Alice,1988,"Animation,Fantasy,Adventure"
Gringo,2018,"Comedy,Action,Crime"
The true story Jurassic Park,2010,Documentary
I Am Vengeance: Retaliation,2020,Action
Transamerica,2005,Drama
Microcosmos,1996,Documentary
Le Week-End,2013,"Comedy,Drama"
The Occupant,2020,"Thriller,Drama"
'71,2014,"Thriller,Action,Drama,War"
The Bag Man,2014,"Crime,Drama,Thriller"
Crazy Romance,2019,"Romance,Comedy"
Evil Nanny,2016,"Drama,Horror,Thriller,TV Movie"
Maya Dardel,2017,Drama
Feral,2018,"Thriller,Action,Drama,Horror"
Two Girls and a Guy,1997,"Drama,Romance"
The Presidio,1988,"Action,Crime,Mystery,Thriller"
Edge of Winter,2016,"Drama,Thriller"
Wicked Minds,2003,"Mystery,Drama,Romance,Thriller"
The Seventh Curse,1986,"Fantasy,Horror,Action,Adventure"
Karaoke Room: Hot Girls,2018,Romance
Tamara,2016,Comedy
Hickok,2017,Western
La fille et le garçon,2023,Romance
Shortcut to Happiness,2003,"Fantasy,Drama,Comedy,Science Fiction"
Psycho III,1986,"Horror,Thriller,Mystery"
The Air I Breathe,2007,"Thriller,Crime"
Look Into My Eyes,2024,Documentary
Message Man,2018,"Action,Crime,Thriller"
An Easy Girl,2019,"Comedy,Drama"
Comedy Central Roast of Justin Bieber,2015,Comedy
The Intimate,2005,Romance
Darkroom,2013,"Thriller,Horror"
Venus Wars,1989,"Action,Animation,Science Fiction"
Open Windows,2014,"Thriller,Action,Crime"
The Death of Stalin,2017,"Comedy,Drama,History"
"Jakarta, City of Dreamers",2022,Drama
The Taking of Tiger Mountain,2014,"Thriller,War,Adventure"
Chained,2012,"Horror,Thriller,Crime"
The Feast of Amrita,2023,"Animation,Mystery,Fantasy"
Indivisible,2018,"Drama,War"
Last Life in the Universe,2003,"Drama,Action,Thriller"
Malicious,2018,"Thriller,Horror"
Category 7: The End of the World,2005,"Action,Thriller,Adventure,Science Fiction,TV Movie"
Super Troopers,2001,"Comedy,Crime,Mystery"
The Last Metro,1980,"Drama,Romance,War"
964 Pinocchio,1991,"Horror,Science Fiction,Action"
Die in a Gunfight,2021,"Action,Comedy,Romance"
The Object of My Affection,1998,"Comedy,Drama,Romance"
A Chance Encounter,2022,"Drama,Music"
Wes Schlagenhauf Is Dying,2022,Comedy
Envy,2004,Comedy
Dr. Giggles,1992,"Horror,Comedy"
Suddenly Heaven,2003,"Comedy,Romance"
2018,2023,Thriller
Dread,2009,"Horror,Drama,Thriller"
Splendid Isolation,2022,Drama
Powder Blue,2009,Drama
Undefeated,2011,Documentary
An American Tail: The Mystery of the Night Monster,1999,"Adventure,Fantasy,Animation,Mystery,Family"
Mean Dreams,2016,"Drama,Thriller"
The Lords of Salem,2013,"Horror,Thriller"
Mandibles,2020,"Comedy,Fantasy"
Fierce Creatures,1997,"Comedy,Romance"
The Great White Hype,1996,"Comedy,Drama"
The Second Mother,2015,Drama
Find Me Guilty,2006,"Comedy,Crime,Drama"
Brother,2000,"Crime,Drama,Thriller"
The Summers of IT: Chapter Two,2019,"Horror,Drama,Fantasy"
Borderland,2007,"Crime,Horror,Thriller"
DC Showcase: Death,2019,"Fantasy,Animation,Drama"
Sex Guaranteed,2017,Comedy
100 Million BC,2008,"Science Fiction,Action,Adventure"
The Comebacks,2007,Comedy
Dadnapped,2009,"Family,TV Movie,Comedy,Action,Adventure"
Starred Up,2014,Drama
Predator World,2017,"Science Fiction,Comedy,Horror"
All Grown Up,2006,"Romance,Drama"
The Julius House: An Aurora Teagarden Mystery,2016,"Mystery,TV Movie,Crime,Drama"
Vampire Boys,2011,Horror
My Little Big Man,2018,Comedy
The Lost Future,2010,"Adventure,Science Fiction"
Take Me,2017,"Comedy,Crime"
The Bird People in China,1998,"Adventure,Drama"
Little Witch Academia,2013,"Action,Animation,Comedy,Fantasy"
Hot Gimmick: Girl Meets Boy,2019,"Drama,Romance"
Nothing to Hide,2018,"Drama,Comedy"
Teen Spirit,2011,"Drama,Fantasy,Comedy,TV Movie"
The Mighty,1998,"Drama,Comedy"
The Brady Bunch Movie,1995,"Family,Comedy"
Men at Work,1990,"Comedy,Crime"
Clouds of Sils Maria,2014,Drama
Secondhand Lions,2003,"Family,Comedy"
Mansfield Park,1999,"Romance,Drama"
Until Death,2007,"Action,Thriller,Crime"
The Culling,2015,"Horror,Thriller"
A Kiss Before Dying,1991,"Mystery,Thriller,Crime"
A Violent Separation,2019,"Crime,Thriller"
Neptunia,2018,Comedy
Kuffs,1992,"Action,Comedy,Crime"
Pachuvum Athbhuthavilakkum,2023,"Comedy,Drama"
Belle,2023,"Horror,Fantasy,Romance"
The Darkest Dawn,2016,"Action,Science Fiction"
"Manta, Manta",1991,"Comedy,Action"
Welcome to the Dollhouse,1996,"Comedy,Drama"
The Trouble with You,2018,"Comedy,Drama,Romance,Crime"
Giant Little Ones,2019,Drama
The Dark Kingdom,2018,"Fantasy,Adventure,Science Fiction"
Kinsey,2004,Drama
Cruel Jaws,1995,"Action,Comedy,Horror,Thriller"
Are We in Love?,2020,"Romance,Fantasy"
Powder,2019,"Drama,Comedy"
Cake,2005,"Comedy,Romance"
North Face,2008,"Adventure,Drama,Action,History,Thriller"
The Photograph,2020,"Drama,Romance"
The Blood of Heroes,1989,"Action,Adventure,Science Fiction"
The Importance of Being Earnest,2002,"Comedy,Drama,History,Romance"
Paulette,2012,"Crime,Comedy"
10 Things We Should Do Before We Break Up,2020,"Comedy,Romance"
Sophie's Choice,1982,"Drama,Romance,War"
Shining Through,1992,"Drama,Romance,Thriller,War"
I’ll Be Watching,2023,"Science Fiction,Thriller"
Down by Law,1986,"Crime,Drama,Comedy"
Pact with the Devil,2006,Horror
Naked Angel : The Red Room,2021,"Drama,Thriller"
All the Way,2016,"Drama,History,TV Movie"
Franco Escamilla: And that's it!,2017,Comedy
Shook,2021,Horror
Gully Boy,2019,"Drama,Music"
Cruel Fixation,2019,Thriller
Sex and Breakfast,2007,"Comedy,Drama,Romance"
The Incredible Hulk Returns,1988,"Action,Drama,Adventure,TV Movie"
Return of the Living Dead: Rave to the Grave,2005,"Horror,Comedy,Action"
Into the Night,1985,"Thriller,Action,Comedy,Crime,Drama,Romance"
Bottle Shock,2008,"Comedy,Drama"
Bombshell: The Hedy Lamarr Story,2018,Documentary
The Princess and the Pilot,2011,"Adventure,Animation,Drama,Romance"
Friend,2001,"Action,Drama"
Enthada Saji,2023,"Comedy,Fantasy,Drama"
The Consequences of Love,2004,"Drama,Thriller"
Super Dark Times,2017,"Drama,Thriller"
The Prophet,2014,Animation
Soul of Hero,2019,Action
The Green Butchers,2003,Comedy
Miss Pettigrew Lives for a Day,2008,"Drama,Comedy,Romance"
Boys State,2020,Documentary
Flashbacks of a Fool,2008,Drama
Mad Detective,2007,"Action,Crime,Thriller"
Red Joan,2018,"Thriller,History"
Fire Twister,2015,"Thriller,Action,Adventure,Science Fiction"
My Sister's Friend 2,2017,"Drama,Romance"
Almost Christmas,2016,"Comedy,Drama"
The Wizards Return: Alex vs. Alex,2013,"Family,Adventure,Comedy,Drama"
Mama Weed,2020,"Drama,Crime,Comedy"
Mingle All the Way,2018,"Romance,TV Movie,Comedy"
Emelie,2016,"Horror,Thriller"
The Devil's Child,2022,Horror
Dexter's Laboratory: Ego Trip,1999,"Animation,Comedy,Family,Science Fiction"
Marriage Is a Crazy Thing,2002,"Drama,Romance"
Cowspiracy: The Sustainability Secret,2014,Documentary
Sheep & Wolves: Pig Deal,2019,"Animation,Adventure,Comedy,Family"
Badland,2019,Western
Phineas and Ferb: Mission Marvel,2013,"Animation,Family,Comedy"
Abbabba,2024,"Comedy,Horror"
Stagecoach,1986,"TV Movie,Western"
Beverly Hills Ninja,1997,"Comedy,Action"
The Brass Teapot,2012,"Comedy,Fantasy,Thriller"
The Oxford Murders,2008,"Crime,Mystery,Thriller"
Adele One Night Only,2021,"Music,Documentary"
The Mansion,2017,"Horror,Comedy"
Angel Face,2018,Drama
Extreme Measures,1996,"Drama,Thriller"
The 3rd Eye 2,2019,"Horror,Mystery,Thriller"
Blizzard of Souls,2019,"War,Drama,History"
Anything for Her,2008,"Drama,Thriller"
Kiss Me Again,2010,Comedy
House at the End of the Street,2012,"Horror,Thriller"
Mimic: Sentinel,2003,"Horror,Science Fiction,Thriller"
Michael Clayton,2007,"Drama,Thriller,Mystery,Crime"
Marrying Mr. Darcy,2018,"TV Movie,Comedy,Romance"
Foodfight!,2012,"Action,Animation,Comedy,Family"
Dotty and Soul,2023,Comedy
Hell Baby,2013,"Comedy,Horror"
Love Is All You Need,2012,"Comedy,Romance,Drama"
Kicking & Screaming,2005,"Family,Comedy"
Abducted in Plain Sight,2018,"Documentary,Crime"
Husbands and Wives,1992,"Comedy,Drama,Romance"
Ibiza,2018,"Comedy,Romance"
Je suis Karl,2021,"Drama,Thriller"
Like Crazy,2011,"Drama,Romance"
Broken Embraces,2009,"Drama,Romance,Thriller"
The Beat That My Heart Skipped,2005,"Music,Drama,Crime"
Deidra & Laney Rob a Train,2017,"Drama,Comedy,Crime"
The Properties of Metals,2023,Drama
Raising the Bar,2017,"Family,Drama,TV Movie"
Hope Lost,2015,"Drama,Thriller"
Blow Out,1981,"Crime,Drama,Mystery,Thriller"
Pearl Jam Twenty,2011,"Documentary,Music"
Bernie,2012,"Comedy,Crime,Drama"
The Kindness of Strangers,2019,Drama
Timbuktu,2014,Drama
Breath,2022,"Drama,Thriller"
Classico,2022,Comedy
Quantum Love,2014,"Drama,Romance"
Magadheera,2009,Action
The Haunting of Molly Hartley,2008,"Drama,Horror"
Murder in Three Acts,1986,"Crime,Drama,Mystery"
Chillerama,2011,"Comedy,Horror"
Kalifornia,1993,"Thriller,Crime"
A Fantastic Woman,2017,Drama
Jesse Stone: Death in Paradise,2006,"Crime,Drama,Thriller,Mystery"
Billy Elliot: The Musical Live,2014,"Music,Drama,History"
Supercop 2,1993,"Action,Adventure,Crime"
The Forbidden Dance,1990,"Romance,Drama"
Love and Beans,2009,"Drama,Comedy"
Winter Sleep,2014,Drama
Fortune Favors Lady Nikuko,2021,"Animation,Drama,Family"
"Synecdoche, New York",2008,Drama
The Crystal Calls - Making The Dark Crystal: Age of Resistance,2019,Documentary
The Night of the Glass of Water,2023,"Drama,Romance"
Knight Moves,1992,"Mystery,Thriller"
7 Below,2012,Horror
Halloweentown,1998,"Adventure,Comedy,Family,Fantasy,TV Movie"
Hazbin Hotel,2019,"Animation,Comedy,Fantasy"
Banana Joe,1982,"Action,Comedy"
Wolves,2014,"Horror,Action"
Phantom of the Kill: Zero's Rebellion,2016,"Action,Animation,Adventure,Fantasy,Mystery"
What They Had,2018,Drama
The Lifeguard,2013,"Drama,Comedy,Romance"
Alone in the Dark 2,2008,"Action,Fantasy,Horror"
The United States of Leland,2003,"Crime,Drama"
Wedlock,1991,"Action,Science Fiction,Thriller"
The Relative Worlds,2019,"Animation,Drama,Romance,Science Fiction,Fantasy,Action"
Bernard and Doris,2006,"Comedy,Drama,TV Movie"
Love Forecast,2015,"Comedy,Romance"
The Inhabited Island,2008,"Science Fiction,Adventure"
Dolly Dearest,1991,Horror
Black Candles,1982,Horror
Feast of Love,2007,"Romance,Drama"
An Unfinished Film,2024,Drama
Blind Dating,2006,"Comedy,Romance"
